OP | REF | HYP
SUB | know | don't
SUB | from | found
OK | the | the
OK | reading | reading
OK | guide | guide
OK | epictetus | epictetus
OK | lived | lived
SUB | at | ad
OK | the | the
OK | beginning | beginning
SUB | of | called
SUB | two | to
SUB | millennia | millennium
SUB | ago | go
OK | he | he
INS | **** | made
SUB | lived | latin
SUB | roughly | the
OK | from | from
INS | **** | if
SUB | 50 | key
OK | to | to
INS | **** | one
SUB | 130 | thirty
OK | in | in
OK | the | the
OK | common | common
SUB | era | ella
OK | he | he
OK | was | was
OK | born | born
INS | **** | it
INS | **** | mean
SUB | in | greek
SUB | greek-speaking | speaking
OK | asia | asia
OK | minor | minor
OK | and | and
INS | **** | was
SUB | spent | that
SUB | his | spent
OK | life | life
OK | living | living
SUB | in | ii
SUB | the | vote
OK | roman | roman
OK | empire | empire
OK | during | during
OK | that | that
OK | era | era
DEL | he | ****
DEL | spent | ****
DEL | the | ****
SUB | early | only
OK | portion | portion
SUB | of | all
OK | his | his
OK | life | life
DEL | as | ****
SUB | a | has
OK | slave | slave
SUB | there's | here's
OK | some | some
SUB | dissent | decide
OK | as | as
OK | to | to
OK | whether | whether
DEL | he | ****
DEL | spent | ****
DEL | it | ****
SUB | until | tell
OK | the | the
OK | age | age
OK | of | of
SUB | thirteen | team
OK | or | or
OK | until | until
OK | the | the
OK | age | age
OK | of | of
DEL | twenty-seven | ****
SUB | but | twenty
SUB | in | seven
SUB | any | biting
SUB | case | indicates
OK | a | a
OK | significant | significant
OK | portion | portion
OK | of | of
SUB | his | iv
SUB | life | wife
SUB | was | with
OK | spent | spent
DEL | in | ****
SUB | slavery | beans
SUB | but | bravery
SUB | he | bottom
SUB | eventually | actually
OK | gained | gained
DEL | freedom | ****
SUB | and | three
SUB | at | benefits
SUB | some | o.
OK | point | point
OK | either | either
OK | before | before
OK | or | or
OK | after | after
OK | gaining | gaining
OK | freedom | freedom
OK | he | he
SUB | studied | started
SUB | the | bill
OK | works | works
OK | and | and
OK | philosophical | philosophical
OK | outlook | outlook
SUB | of | all
SUB | a | the
OK | tradition | tradition
OK | known | known
INS | **** | ads
INS | **** | so
SUB | as | is
SUB | stoicism | says
OK | and | and
OK | the | the
OK | works | works
OK | that | that
OK | were | were
OK | produced | produced
INS | **** | aw
INS | **** | and
SUB | on | see
SUB | his | if
SUB | behalf | the
SUB | that | happen
SUB | have | http
SUB | survived | survive
OK | are | are
SUB | two | to
OK | the | the
OK | first | first
OK | is | is
OK | a | a
OK | major | major
INS | **** | of
SUB | four | for
OK | volume | volume
OK | collection | collection
SUB | of | ah
SUB | his | but
SUB | discussions | he's
SUB | of | discussion
SUB | a | couple
OK | range | range
OK | of | of
OK | topics | topics
OK | questions | questions
INS | **** | ii
INS | **** | medicaid
INS | **** | thinks
INS | **** | the
SUB | in | way
SUB | metaphysics | that
OK | questions | questions
OK | about | about
OK | the | the
OK | way | way
OK | the | the
OK | world | world
OK | is | is
OK | questions | questions
INS | **** | indicates
INS | **** | the
SUB | in | mala
SUB | epistemology | th
OK | how | how
SUB | we | does
OK | should | should
OK | understand | understand
DEL | the | ****
OK | world | world
OK | and | and
OK | also | also
OK | questions | questions
OK | in | in
OK | ethics | ethics
OK | and | and
DEL | in | ****
SUB | addition | edition
OK | to | to
SUB | that | back
SUB | has | i
OK | survived | survived
INS | **** | beats
SUB | the | to
SUB | extraordinary | ordinary
SUB | book | bulk
OK | that | that
OK | we | we
OK | read | read
OK | for | for
OK | today | today
OK | the | the
OK | little | little
INS | **** | forty
INS | **** | five
INS | **** | happened
SUB | forty-five-epigraph | rack
OK | essay | essay
OK | known | known
OK | as | as
OK | the | the
OK | handbook | handbook
OK | which | which
OK | was | was
DEL | as | ****
DEL | in | ****
SUB | the | so
SUB | case | there's
SUB | of | that
SUB | aristotle | ill
SUB | apparently | drooping
OK | recorded | recorded
OK | by | by
OK | one | one
OK | of | of
SUB | epictetus's | epictetus
SUB | students | us
SUB | and | students
OK | preserved | preserved
SUB | in | you
SUB | that | got
SUB | way | wet
OK | now | now
SUB | the | noble
SUB | work | and
OK | that | that
OK | epictetus | epictetus
OK | produced | produced
OK | in | in
OK | the | the
OK | context | context
OK | of | of
OK | the | the
OK | handbook | handbook
OK | was | was
OK | enormously | enormously
OK | influential | influential
OK | for | for
OK | most | most
OK | of | of
OK | the | the
OK | two | two
OK | thousand | thousand
OK | years | years
SUB | that | back
SUB | it | to
SUB | has | highs
SUB | been | being
OK | part | part
OK | of | of
OK | the | the
OK | western | western
OK | tradition | tradition
INS | **** | you
INS | **** | to
INS | **** | a
INS | **** | killer
SUB | in | this
SUB | particular | let
SUB | the | us
SUB | frontispiece | he's
OK | that | that
OK | i | i
OK | used | used
OK | to | to
OK | show | show
OK | you | you
OK | a | a
OK | picture | picture
SUB | of | i
SUB | epictetus | act
SUB | is | easy
OK | drawn | drawn
INS | **** | pp
OK | from | from
OK | the | the
OK | library | library
SUB | of | ah
SUB | none | not
SUB | other | not
SUB | than | there
SUB | john | benjamin
OK | adams | adams
OK | the | the
OK | second | second
OK | president | president
OK | of | of
OK | the | the
INS | **** | units
SUB | united | who
SUB | states | happiness
SUB | who | book
SUB | had | iii
SUB | this | he
SUB | book | is
SUB | in | collecting
SUB | his | iii
SUB | collection | eighty's
SUB | in | seventeen
SUB | its | fifty
SUB | 1715 | hello
OK | latin | latin
OK | edition | edition
OK | wait | wait
SUB | until | till
SUB | the | their
OK | eclipse | eclipse
INS | **** | i'm
INS | **** | not
SUB | passes | are
SUB | another | you
SUB | interesting | think
SUB | thing | you
OK | to | to
OK | know | know
OK | historically | historically
OK | about | about
OK | the | the
OK | volume | volume
OK | that | that
SUB | we're | were
OK | reading | reading
DEL | is | ****
DEL | that | ****
DEL | the | ****
OK | first | first
SUB | english | don't
OK | translation | translation
DEL | of | ****
SUB | it | operate
SUB | was | what
OK | in | in
OK | fact | fact
SUB | done | don
OK | by | by
SUB | a | oh
OK | great | great
OK | eighteenth | eighteenth
OK | century | century
OK | woman | woman
OK | of | of
OK | letters | letters
INS | **** | a
INS | **** | lifted
SUB | elizabeth | if
OK | carter | carter
SUB | though | the
OK | the | the
OK | translation | translation
OK | that | that
INS | **** | we
SUB | we're | are
OK | reading | reading
INS | **** | he
OK | is | is
OK | a | a
OK | more | more
OK | modern | modern
SUB | version | versions
OK | of | of
SUB | it | that
OK | so | so
INS | **** | uh
SUB | in | yeah
OK | this | this
OK | work | work
OK | epictetus | epictetus
DEL | takes | ****
SUB | on | john
OK | many | many
DEL | of | ****
SUB | the | called
SUB | tenets | book
SUB | of | connects
SUB | classical | ah
SUB | stoicism | doses
OK | so | so
SUB | we've | we
SUB | been | think
OK | introduced | introduced
OK | in | in
OK | this | this
OK | class | class
SUB | so | go
OK | far | far
OK | first | first
OK | to | to
OK | the | the
OK | writings | writings
INS | **** | all
SUB | of | played
SUB | plato | all
OK | who | who
INS | **** | he
OK | is | is
OK | a | a
OK | systematic | systematic
OK | philosopher | philosopher
SUB | he | in
SUB | has | his
OK | views | views
OK | about | about
OK | everything | everything
OK | and | and
OK | his | his
OK | commitments | commitments
OK | are | are
OK | to | to
OK | a | a
OK | certain | certain
OK | kind | kind
OK | of | of
INS | **** | rational
INS | **** | list
INS | **** | formal
SUB | rationalist | its
SUB | formalist | idea
SUB | idealist | list
OK | philosophy | philosophy
OK | and | and
OK | we've | we've
OK | been | been
OK | introduced | introduced
OK | to | to
OK | the | the
OK | works | works
SUB | of | style
OK | aristotle | aristotle
INS | **** | to
SUB | through | rule
OK | one | one
SUB | of | ah
SUB | his | please
OK | writings | writings
OK | the | the
INS | **** | to
SUB | nicomachean | mccain
OK | ethics | ethics
SUB | but | oh
SUB | alongside | ii
SUB | those | bonus
SUB | two | to
SUB | traditions | tradition
OK | the | the
SUB | platonic | time
OK | tradition | tradition
SUB | and | in
OK | the | the
SUB | aristotelian | rustic
SUB | tradition | jillian
SUB | the | tradition
OK | ancient | ancient
OK | philosophical | philosophical
OK | world | world
OK | produced | produced
SUB | a | i
SUB | number | not
SUB | of | all
OK | other | other
INS | **** | ce
SUB | systematic | to
SUB | philosophical | mac
SUB | outlooks | how
SUB | outlooks | books
OK | that | that
OK | had | had
OK | views | views
OK | about | about
OK | almost | almost
OK | any | any
OK | question | question
OK | you | you
OK | could | could
DEL | ask | ****
SUB | and | acts
OK | among | among
OK | those | those
OK | was | was
OK | the | the
INS | **** | v
INS | **** | you
SUB | view | know
SUB | known | ads
SUB | as | stoics
SUB | stoicism | says
OK | so | so
INS | **** | ce
SUB | stoics | oats
SUB | held | how
SUB | with | old
SUB | respect | we've
SUB | to | missed
SUB | the | you
OK | underlying | underlying
SUB | metaphysical | medical
OK | facts | facts
OK | about | about
OK | reality | reality
INS | **** | don't
SUB | that | move
SUB | the | to
SUB | world | he
OK | itself | itself
INS | **** | he
OK | is | is
SUB | an | but
OK | organic | organic
OK | physical | physical
INS | **** | to
INS | **** | a
SUB | totality | talented
OK | that's | that's
INS | **** | and
OK | governed | governed
OK | by | by
OK | what | what
OK | they | they
OK | called | called
INS | **** | locals
SUB | logos | work
SUB | or | divided
SUB | divine | he
SUB | reason | said
OK | there | there
INS | **** | he
OK | is | is
SUB | an | on
OK | order | order
OK | to | to
OK | the | the
OK | world | world
SUB | and | that
SUB | that | activists
SUB | the | i
SUB | responsibility | believe
SUB | of | on
OK | human | human
OK | beings | beings
OK | given | given
OK | that | that
SUB | order | he
OK | is | is
SUB | to | tomb
SUB | cultivate | called
SUB | a | today
SUB | particular | you
SUB | kind | look
SUB | of | kind
SUB | virtue | all
OK | virtue | virtue
OK | on | on
SUB | the | this
SUB | stoic | don't
OK | picture | picture
INS | **** | e.
INS | **** | s.
INS | **** | act
INS | **** | think
INS | **** | nina
SUB | is | a
SUB | acting | pool
SUB | in | are
SUB | accord | a
SUB | with | we've
OK | what | what
SUB | reason | resume
OK | tells | tells
OK | you | you
OK | nature | nature
INS | **** | good
INS | **** | man
INS | **** | eat
SUB | demands | ghali
SUB | it's | not
SUB | going | a
SUB | along | long
SUB | with | wait
SUB | this | pace
OK | grand | grand
OK | scheme | scheme
OK | of | of
OK | things | things
SUB | and | i'm
OK | not | not
OK | trying | trying
DEL | to | ****
OK | fight | fight
OK | against | against
OK | what | what
OK | is | is
INS | **** | free
SUB | predivined | divine
OK | for | for
OK | you | you
OK | so | so
OK | it's | it's
INS | **** | your
INS | **** | to
SUB | not | prior
SUB | surprising | thing
OK | that | that
OK | elements | elements
INS | **** | all
SUB | of | pp
OK | the | the
OK | stoic | stoic
OK | tradition | tradition
OK | get | get
SUB | picked | haidt
SUB | up | ah
SUB | in | being
OK | subsequent | subsequent
INS | **** | do
INS | **** | you
SUB | theistic | think
OK | traditions | traditions
OK | in | in
OK | some | some
OK | ways | ways
OK | the | the
OK | stoic | stoic
INS | **** | of
SUB | view | you
OK | that | that
OK | the | the
OK | world | world
OK | is | is
INS | **** | all
INS | **** | well
SUB | a | ordered
SUB | well-ordered | and
SUB | entity | take
SUB | governed | governor
OK | by | by
OK | divine | divine
SUB | reason | reasons
SUB | lies | live
SUB | at | act
SUB | the | a
SUB | heart | hard
SUB | of | all
SUB | many | maybe
SUB | of | all
OK | the | the
OK | religious | religious
OK | traditions | traditions
OK | that | that
OK | are | are
OK | familiar | familiar
OK | to | to
OK | you | you
OK | today | today
OK | the | the
OK | question | question
OK | then | then
OK | becomes | becomes
OK | what | what
INS | **** | he
OK | is | is
OK | demanded | demanded
OK | of | of
SUB | you | your
SUB | prescriptively | perspective
OK | what | what
INS | **** | sure
SUB | should | to
OK | you | you
OK | do | do
SUB | if | give
OK | these | these
SUB | two | to
OK | things | things
OK | are | are
OK | the | the
OK | case | case
OK | and | and
OK | what | what
SUB | the | us
OK | stoics | stoics
OK | suggest | suggest
OK | is | is
OK | that | that
OK | you | you
OK | need | need
OK | to | to
DEL | accept | ****
DEL | your | ****
SUB | fate | its
OK | that | that
SUB | it | he
OK | is | is
OK | the | the
SUB | consequence | consequences
SUB | of | ah
SUB | the | but
SUB | power | powered
OK | and | and
OK | goodness | goodness
OK | of | of
OK | the | the
INS | **** | logo
SUB | logos | ce
OK | even | even
OK | though | though
OK | the | the
SUB | ways | week
OK | in | in
OK | which | which
OK | it | it
OK | is | is
OK | good | good
OK | for | for
OK | you | you
SUB | may | maybe
SUB | be | on
SUB | unavailable | available
OK | to | to
OK | you | you
SUB | to | c.
SUB | see | i
SUB | and | am
SUB | that | back
OK | in | in
OK | order | order
OK | to | to
OK | do | do
OK | so | so
OK | you | you
OK | need | need
OK | to | to
OK | moderate | moderate
SUB | your | or
SUB | desires | desirous
OK | you | you
OK | need | need
OK | to | to
OK | avoid | avoid
SUB | excess | acts
OK | emotion | emotion
OK | and | and
SUB | thereby | verified
OK | come | come
OK | to | to
OK | act | act
INS | **** | the
OK | in | in
INS | **** | the
OK | accord | accord
OK | with | with
SUB | reason | music
OK | so | so
OK | the | the
OK | contemporary | contemporary
SUB | use | you
SUB | of | said
SUB | the | that
SUB | term | terms
OK | stoic | stoic
OK | one | one
OK | who | who
INS | **** | that
SUB | doesn't | aches
SUB | express | press
SUB | suffering | offering
OK | in | in
OK | the | the
OK | face | face
OK | of | of
DEL | pain | ****
SUB | is | paying
SUB | picking | he
SUB | up | not
OK | on | on
SUB | the | this
SUB | second | and
OK | of | of
OK | these | these
DEL | prescriptive | ****
SUB | aspects | pp
SUB | but | i
SUB | it's | think
SUB | important | it'd
OK | to | to
OK | recognize | recognize
OK | that | that
INS | **** | how
SUB | as | can
SUB | with | we
OK | all | all
OK | of | of
OK | the | the
OK | philosophers | philosophers
OK | that | that
SUB | we're | we
OK | reading | reading
INS | **** | a
OK | this | this
OK | is | is
OK | part | part
OK | of | of
SUB | a | systematic
SUB | systematic | world
SUB | worldview | view
OK | the | the
SUB | idea | ag
OK | is | is
OK | not | not
SUB | we | need
SUB | pick | to
OK | a | a
OK | little | little
OK | bit | bit
OK | here | here
OK | and | and
OK | a | a
OK | little | little
OK | bit | bit
OK | there | there
OK | and | and
OK | we | we
OK | don't | don't
OK | worry | worry
OK | about | about
DEL | how | ****
DEL | they | ****
DEL | go | ****
DEL | together | ****
SUB | the | pp
SUB | idea | yeah
SUB | is | see
SUB | we | if
SUB | have | they
SUB | an | haven't
OK | idea | idea
OK | about | about
OK | the | the
INS | **** | nature
OK | fundamental | fundamental
OK | nature | nature
OK | of | of
OK | reality | reality
SUB | a | of
SUB | view | you
OK | about | about
OK | how | how
OK | we | we
OK | know | know
OK | that | that
OK | and | and
OK | then | then
OK | views | views
OK | about | about
OK | what | what
OK | we | we
OK | ought | ought
OK | to | to
OK | do | do
OK | as | as
OK | a | a
OK | consequence | consequence
OK | now | now
INS | **** | i
INS | **** | see
INS | **** | this
SUB | epictetus | he
OK | in | in
OK | the | the
OK | handbook | handbook
OK | is | is
OK | concerned | concerned
OK | only | only
OK | with | with
OK | a | a
OK | small | small
OK | portion | portion
SUB | of | all
OK | the | the
OK | stoic | stoic
SUB | picture | pitcher
OK | he's | he's
SUB | concerned | concert
OK | basically | basically
SUB | with | when
OK | writing | writing
OK | the | the
OK | very | very
OK | first | first
SUB | self-help | self
OK | manual | manual
OK | he's | he's
OK | trying | trying
OK | to | to
OK | tell | tell
OK | you | you
OK | mr | mr
INS | **** | warming
INS | **** | they
INS | **** | is
SUB | or | as
SUB | ms | saying
SUB | citizen | all
OK | of | of
OK | ancient | ancient
OK | roman | roman
OK | world | world
OK | in | in
OK | about | about
OK | the | the
OK | year | year
DEL | 100 | ****
OK | what | what
SUB | to | true
SUB | do | joan
OK | if | if
OK | you | you
OK | would | would
OK | like | like
DEL | to | ****
SUB | flourish | and
SUB | and | here
SUB | here's | is
OK | what | what
SUB | he | tells
SUB | tells | you
OK | you | you
OK | need | need
OK | to | to
OK | do | do
OK | you | you
OK | need | need
OK | to | to
INS | **** | line
SUB | learn | a
OK | how | how
OK | to | to
INS | **** | was
SUB | respond | on
OK | appropriately | appropriately
OK | to | to
OK | experience | experience
SUB | by | i
OK | doing | doing
OK | three | three
OK | things | things
OK | you | you
OK | need | need
OK | to | to
OK | alter | alter
OK | your | your
INS | **** | purse
SUB | perceptions | axes
OK | of | of
OK | the | the
OK | world | world
OK | so | so
OK | that | that
OK | you | you
OK | come | come
SUB | to | human
SUB | apprehend | apprehended
OK | things | things
OK | in | in
OK | such | such
OK | a | a
OK | way | way
DEL | that | ****
OK | they | they
OK | don't | don't
OK | influence | influence
OK | you | you
INS | **** | harmful
SUB | harmfully | week
SUB | you | we
OK | need | need
OK | to | to
SUB | alter | altered
SUB | your | or
SUB | desires | desirous
OK | with | with
OK | respect | respect
OK | to | to
OK | the | the
OK | world | world
INS | **** | hey
SUB | and | unique
SUB | you | chance
SUB | need | clap
SUB | to | sure
SUB | structure | you
SUB | your | war
OK | life | life
OK | in | in
OK | such | such
OK | a | a
OK | way | way
DEL | that | ****
DEL | you | ****
SUB | stay | she's
SUB | on | staying
SUB | the | august
SUB | straight | free
OK | and | and
DEL | narrow | ****
SUB | you | now
OK | need | need
OK | to | to
SUB | structure | ce
SUB | your | tractor
SUB | social | socially
SUB | relations | issues
OK | in | in
OK | ways | ways
OK | that | that
OK | will | will
OK | help | help
OK | you | you
DEL | sustain | ****
SUB | your | thing
SUB | commitments | a
SUB | and | commitment
SUB | in | i
SUB | the | don't
OK | next | next
DEL | slide | ****
SUB | in | strike
SUB | an | a
SUB | attempt | minute
SUB | to | how
SUB | help | can
OK | you | you
OK | read | read
SUB | through | rumor
OK | the | the
DEL | text | ****
DEL | that | ****
SUB | we | tax
SUB | have | how
OK | i | i
OK | suggested | suggested
OK | ways | ways
SUB | of | all
SUB | putting | bloody
OK | each | each
OK | of | of
INS | **** | this
SUB | the | it
SUB | subpassages | is
SUB | of | ah
OK | the | the
SUB | book | bulk
OK | into | into
OK | one | one
OK | of | of
OK | these | these
OK | categories | categories
OK | so | so
OK | for | for
OK | example | example
OK | when | when
OK | epictetus | epictetus
SUB | tells | how
SUB | us | class
OK | that | that
OK | we | we
OK | need | need
INS | **** | to
OK | alter | alter
OK | our | our
OK | perception | perception
OK | of | of
OK | the | the
OK | world | world
SUB | there | there's
SUB | are | that
SUB | three | we
OK | specific | specific
SUB | ways | waves
OK | that | that
OK | he | he
OK | thinks | thinks
OK | we | we
OK | might | might
OK | go | go
OK | about | about
OK | doing | doing
OK | it | it
DEL | three | ****
SUB | components | contents
OK | to | to
OK | this | this
OK | instruction | instruction
OK | the | the
OK | first | first
OK | is | is
OK | that | that
OK | we | we
OK | need | need
OK | to | to
INS | **** | pp
INS | **** | i
SUB | properly | really
SUB | classify | classified
OK | things | things
SUB | into | each
SUB | two | you
OK | categories | categories
OK | things | things
OK | over | over
OK | which | which
OK | we | we
OK | have | have
OK | control | control
DEL | and | ****
DEL | we'll | ****
DEL | talk | ****
OK | more | more
OK | about | about
OK | that | that
OK | in | in
OK | a | a
OK | moment | moment
SUB | and | i'm
OK | things | things
OK | over | over
OK | which | which
DEL | we | ****
OK | don't | don't
OK | have | have
OK | control | control
OK | so | so
OK | we | we
OK | need | need
OK | to | to
SUB | get | jacked
OK | our | our
INS | **** | tax
INS | **** | china
SUB | taxonomy | needs
OK | down | down
OK | we | we
OK | need | need
OK | also | also
DEL | to | ****
OK | anticipate | anticipate
SUB | the | no
SUB | way | we're
OK | the | the
INS | **** | world's
SUB | world | please
SUB | typically | unfold
SUB | unfolds | ce
OK | so | so
OK | we | we
SUB | need | do
OK | not | not
SUB | only | don't
SUB | to | you
OK | know | know
OK | what | what
DEL | is | ****
DEL | up | ****
SUB | to | in
SUB | us | fact
SUB | and | one
OK | what | what
SUB | isn't | is
SUB | up | that
SUB | to | tell
OK | us | us
OK | but | but
SUB | among | i'm
SUB | the | not
OK | things | things
OK | that | that
OK | aren't | aren't
OK | up | up
OK | to | to
OK | us | us
OK | we | we
OK | need | need
SUB | to | says
SUB | structure | structured
OK | our | our
OK | expectations | expectations
OK | in | in
OK | such | such
OK | a | a
SUB | way | weight
OK | that | that
OK | we | we
OK | are | are
OK | emotionally | emotionally
OK | prepared | prepared
OK | for | for
OK | what | what
OK | will | will
DEL | befall | ****
SUB | us | befalls
OK | and | and
OK | again | again
DEL | i'll | ****
DEL | talk | ****
OK | more | more
OK | about | about
OK | that | that
OK | in | in
DEL | a | ****
SUB | couple | the
SUB | of | couples
SUB | slides | right
SUB | and | yet
OK | we | we
OK | need | need
OK | to | to
OK | recognize | recognize
OK | in | in
OK | some | some
OK | ways | ways
OK | this | this
OK | is | is
OK | a | a
INS | **** | some
SUB | subpoint | point
OK | of | of
OK | the | the
OK | first | first
OK | the | the
INS | **** | wall
INS | **** | back
INS | **** | judgments
SUB | role | police
SUB | that | why
SUB | judgment | a
SUB | and | we
SUB | choice | do
SUB | play | turn
SUB | in | the
SUB | determining | name
OK | whether | whether
INS | **** | iv
SUB | it | he
OK | is | is
OK | the | the
OK | case | case
OK | that | that
OK | experiences | experiences
SUB | affect | a
SUB | us | fax
OK | so | so
OK | those | those
OK | are | are
DEL | the | ****
OK | three | three
OK | things | things
OK | that | that
OK | epictetus | epictetus
OK | says | says
OK | we | we
OK | need | need
OK | to | to
OK | do | do
OK | with | with
DEL | respect | ****
DEL | to | ****
DEL | perception | ****
SUB | and | wrists
SUB | again | get
SUB | i'll | out
SUB | give | of
OK | examples | examples
OK | of | of
INS | **** | are
OK | each | each
OK | of | of
OK | them | them
OK | in | in
OK | a | a
OK | moment | moment
DEL | in | ****
DEL | addition | ****
SUB | we'll | edition
SUB | go | would
SUB | on | like
OK | to | to
DEL | the | ****
SUB | second | us
OK | thing | thing
OK | that | that
OK | we | we
OK | need | need
OK | to | to
DEL | do | ****
OK | he | he
DEL | tells | ****
DEL | us | ****
SUB | that | don't
OK | we | we
OK | need | need
OK | to | to
SUB | cultivate | carlton
SUB | appropriate | make
SUB | desires | appropriate
SUB | we | drives
OK | need | need
OK | to | to
OK | get | get
SUB | our | are
SUB | desires | desiring
OK | lined | lined
OK | up | up
OK | with | with
OK | the | the
OK | world | world
OK | in | in
OK | such | such
OK | a | a
OK | way | way
OK | that | that
OK | we | we
DEL | aren't | ****
SUB | subject | are
SUB | repeatedly | its
SUB | to | operation
SUB | frustration | i
SUB | and | know
SUB | the | we
SUB | way | need
SUB | we | you
SUB | do | this
SUB | this | he
OK | is | is
OK | by | by
DEL | inverting | ****
SUB | the | converting
OK | standard | standard
OK | relation | relation
SUB | between | queen
OK | desire | desire
OK | and | and
OK | the | the
OK | world | world
OK | usually | usually
INS | **** | a
SUB | desires | desirous
SUB | express | graf
OK | a | a
OK | way | way
OK | things | things
DEL | aren't | ****
SUB | but | aunt
SUB | you | lecture
OK | wish | wish
OK | they | they
OK | were | were
OK | i | i
INS | **** | desiring
SUB | desired | for
SUB | firmly | only
OK | yesterday | yesterday
SUB | that | but
SUB | there | they're
OK | not | not
OK | be | be
OK | the | the
DEL | eighth | ****
OK | snow | snow
OK | day | day
OK | in | in
OK | three | three
OK | weeks | weeks
OK | for | for
OK | my | my
OK | children | children
OK | but | but
OK | the | the
OK | world | world
OK | refused | refused
DEL | to | ****
OK | cooperate | cooperate
OK | on | on
SUB | that | back
OK | question | question
INS | **** | hackett
INS | **** | if
SUB | had | that
SUB | i | they
SUB | instead | just
SUB | adjusted | did
OK | my | my
OK | desires | desires
DEL | to | ****
OK | the | the
OK | world | world
OK | i | i
SUB | desired | desiring
OK | that | that
OK | things | things
OK | go | go
SUB | on | want
OK | exactly | exactly
OK | as | as
INS | **** | well
SUB | logos | those
SUB | predicts | good
OK | then | then
OK | i | i
OK | would | would
OK | have | have
INS | **** | the
SUB | been | a
SUB | content | contents
SUB | with | make
OK | their | their
OK | presence | presence
OK | in | in
OK | my | my
OK | office | office
SUB | the | this
SUB | second | i
SUB | thing | think
OK | that | that
DEL | epictetus | ****
DEL | tells | ****
DEL | us | ****
SUB | we | epic
SUB | can | hume
SUB | do | he
OK | in | in
DEL | strategizing | ****
SUB | how | tragic
OK | to | to
DEL | cultivate | ****
DEL | appropriate | ****
SUB | desires | i
SUB | is | think
SUB | to | do
SUB | make | you
SUB | use | says
SUB | of | it's
SUB | this | to
SUB | extraordinary | ordinary
SUB | human | feeling
OK | capacity | capacity
OK | to | to
INS | **** | a
SUB | assimilate | silly
OK | things | things
OK | from | from
OK | one | one
SUB | category | categories
SUB | to | things
SUB | things | pp
OK | from | from
OK | another | another
OK | so | so
DEL | remember | ****
SUB | when | now
OK | i | i
OK | showed | showed
OK | you | you
OK | the | the
SUB | wason | way
SUB | selection | ce
SUB | task | in
SUB | that | selection
SUB | funny | task
SUB | thing | anything
SUB | which | we
SUB | had | tag
SUB | an | i
OK | a | a
OK | and | and
SUB | an | a
SUB | f | half
OK | and | and
SUB | a | of
SUB | 4 | four
OK | and | and
OK | a | a
INS | **** | sad
SUB | 7 | end
OK | and | and
SUB | i | a
SUB | asked | half
OK | which | which
DEL | card | ****
SUB | we | cardinal
OK | had | had
OK | to | to
OK | turn | turn
OK | over | over
OK | to | to
SUB | determine | truly
OK | whether | whether
OK | it | it
OK | was | was
OK | true | true
OK | that | that
DEL | if | ****
DEL | there's | ****
SUB | an | isn't
OK | a | a
OK | on | on
OK | one | one
OK | side | side
OK | there's | there's
OK | a | a
SUB | 7 | seven
OK | on | on
